"level","family","genus","rn","rn.bl","bn","bn.bl","gen.n","sp.n","taxa"
"G","Furipteridae","Amorphochilus","N1818",0.2451830436,"N1818",0.2451830436,1,1,"Amorphochilus_schnablii"
"G","Cricetidae","Amphinectomys","N4386",3.712447366,"N4386",3.712447366,1,1,"Amphinectomys_savamis"
"G","Tupaiidae","Anathana","N2639",50.56402034,"N2639",50.56402034,1,1,"Anathana_ellioti"
"G","Cricetidae","Andinomys","N4237",3.976420422,"N4237",3.976420422,1,1,"Andinomys_edax"
"G","Muridae","Anisomys","N4874",9.812010989,"N4874",9.812010989,1,1,"Anisomys_imitator"
"G","Muridae","Anonymomys","N4834",0.1512884836,"N4834",0.1512884836,1,1,"Anonymomys_mindorensis"
"G","Cricetidae","Anotomys","N4641",0.2255031295,"N4641",0.2255031295,1,1,"Anotomys_leander"
"G","Dasyuridae","Antechinomys","N5764",13.51097538,"N5764",13.51097538,1,1,"Antechinomys_laniger"
"G","Hipposideridae","Anthops","N1457",14.76177778,"N1457",14.76177778,1,1,"Anthops_ornatus"
"G","Bovidae","Antidorcas","N1276",5.068439285,"N1276",5.068439285,1,1,"Antidorcas_marsupialis"
"G","Antilocapridae","Antilocapra","N1137",15.52312251,"N1137",15.52312251,1,1,"Antilocapra_americana"
"G","Bovidae","Antilope","N1266",3.073007113,"N1266",3.073007113,1,1,"Antilope_cervicapra"
"G","Vespertilionidae","Antrozous","N2435",8.640401769,"N2435",8.640401769,1,1,"Antrozous_pallidus"
"G","Aplodontiidae","Aplodontia","N3238",30.15448282,"N3238",30.15448282,1,1,"Aplodontia_rufa"
"G","Pteropodidae","Aproteles","N1570",0.6808881558,"N1570",0.6808881558,1,1,"Aproteles_bulmerae"
"G","Bovidae","Arabitragus","N1336",3.259715669,"N1336",3.259715669,1,1,"Arabitragus_jayakari"
"G","Viverridae","Arctictis","N932",4.668425326,"N932",4.668425326,1,1,"Arctictis_binturong"
"G","Ursidae","Arctodus","N853",3.292291076,"N853",3.292291076,1,1,"Arctodus_simus"
"G","Viverridae","Arctogalidia","N931",8.80997037,"N931",8.80997037,1,1,"Arctogalidia_trivirgata"
"G","Mustelidae","Arctonyx","N787",2.88542301,"N787",2.88542301,1,1,"Arctonyx_collaris"
"G","Phyllostomidae","Ardops","N1905",0.9994150104,"N1905",0.9994150104,1,1,"Ardops_nichollsi"
"G","Phyllostomidae","Ariteus","N1905",0.9994150104,"N1905",0.9994150104,1,1,"Ariteus_flavescens"
"G","Canidae","Atelocynus","N719",1.501349319,"N719",1.501349319,1,1,"Atelocynus_microtis"
"G","Herpestidae","Atilax","N882",0.7748541184,"N882",0.7748541184,1,1,"Atilax_paludinosus"
"G","Sciuridae","Atlantoxerus","N3312",5.338317832,"N3312",5.338317832,1,1,"Atlantoxerus_getulus"
"G","Balaenidae","Balaena","N1115",3.767427326,"N1115",3.767427326,1,1,"Balaena_mysticetus"
"G","Pteropodidae","Balionycteris","N1564",10.32194938,"N1564",10.32194938,1,1,"Balionycteris_maculata"
"G","Vespertilionidae","Bauerus","N2435",8.640401769,"N2435",8.640401769,1,1,"Bauerus_dubiaquercus"
"G","Nesomyidae","Beamys","N5453",10.97343445,"N5453",10.97343445,1,1,"Beamys_hindei"
"G","Bovidae","Beatragus","N1341",3.127046185,"N1341",3.127046185,1,1,"Beatragus_hunteri"
"G","Sciuridae","Belomys","N3509",3.595547807,"N3509",3.595547807,1,1,"Belomys_pearsonii"
"G","Cricetidae","Blarinomys","N4533",1.578507484,"N4533",1.578507484,1,1,"Blarinomys_breviceps"
"G","Cervidae","Blastocerus","N1187",4.168897631,"N1187",4.168897631,1,1,"Blastocerus_dichotomus"
"G","Bovidae","Boselaphus","N1205",3.822886774,"N1205",3.822886774,1,1,"Boselaphus_tragocamelus"
"G","Muridae","Brachiones","N4738",6.338135199,"N4738",6.338135199,1,1,"Brachiones_przewalskii"
"G","Leporidae","Brachylagus","N3121",10.9874467,"N3121",10.9874467,1,1,"Brachylagus_idahoensis"
"G","Echimyidae","Brotomys","N3724",2.924971202,"N3724",2.924971202,1,1,"Brotomys_voratus"
"G","Bovidae","Budorcas","N1330",3.917578548,"N1330",3.917578548,1,1,"Budorcas_taxicolor"
"G","Leporidae","Bunolagus","N3171",7.351876096,"N3171",7.351876096,1,1,"Bunolagus_monticularis"
"G","Burramyidae","Burramys","N5832",27.92597395,"N5832",27.92597395,1,1,"Burramys_parvus"
"G","Cricetidae","Calassomys","N4246",7.544366018,"N4246",7.544366018,1,1,"Calassomys_apicalis"
"G","Callitrichidae","Callibella","N2887",0.3644201771,"N2887",0.3644201771,1,1,"Callibella_humilis"
"G","Callitrichidae","Callimico","N2887",0.3644201771,"N2887",0.3644201771,1,1,"Callimico_goeldii"
"G","Echimyidae","Callistomys","N3651",10.87116404,"N3651",10.87116404,1,1,"Callistomys_pictus"
"G","Otariidae","Callorhinus","N743",3.481248652,"N743",3.481248652,1,1,"Callorhinus_ursinus"
"G","Potoroidae","Caloprymnus","N5935",5.137725168,"N5935",5.137725168,1,1,"Caloprymnus_campestris"
"G","Didelphidae","Caluromysiops","N5720",1.067785968,"N5720",1.067785968,1,1,"Caluromysiops_irrupta"
"G","Dasypodidae","Calyptophractus","N162",12.40792565,"N162",12.40792565,1,1,"Calyptophractus_retusus"
"G","Spalacidae","Cannomys","N3904",7.726639251,"N3904",7.726639251,1,1,"Cannomys_badius"
"G","Cricetidae","Cansumys","N4072",13.41447296,"N4072",13.41447296,1,1,"Cansumys_canus"
"G","Neobalaenidae","Caperea","N1109",5.837043221,"N1109",5.837043221,1,1,"Caperea_marginata"
"G","Leporidae","Caprolagus","N3172",8.236728017,"N3172",8.236728017,1,1,"Caprolagus_hispidus"
"G","Capromyidae","Capromys","N3732",2.651696287,"N3732",2.651696287,1,1,"Capromys_pilorides"
"G","Dipodidae","Cardiocranius","N3853",12.9552833,"N3853",12.9552833,1,1,"Cardiocranius_paradoxus"
"G","Megadermatidae","Cardioderma","N1362",12.60746906,"N1362",12.60746906,1,1,"Cardioderma_cor"
"G","Chrysochloridae","Carpitalpa","N140",1.176051498,"N140",1.176051498,1,1,"Carpitalpa_arendsi"
"G","Echimyidae","Carterodon","N3721",14.95823481,"N3721",14.95823481,1,1,"Carterodon_sulcidens"
"G","Tayassuidae","Catagonus","N1012",7.630808088,"N1012",7.630808088,1,1,"Catagonus_wagneri"
"G","Callitrichidae","Cebuella","N2870",0.4210274059,"N2870",0.4210274059,1,1,"Cebuella_pygmaea"
"G","Phyllostomidae","Centurio","N1909",1.754018382,"N1909",1.754018382,1,1,"Centurio_senex"
"G","Rhinocerotidae","Ceratotherium","N1002",5.643634298,"N1002",5.643634298,1,1,"Ceratotherium_simum"
"G","Canidae","Cerdocyon","N720",0.7699283109,"N720",0.7699283109,1,1,"Cerdocyon_thous"
"G","Didelphidae","Chacodelphys","N5720",1.067785968,"N5720",1.067785968,1,1,"Chacodelphys_formosa"
"G","Chaeropodidae","Chaeropus","N5777",7.954019615,"N5777",7.954019615,1,1,"Chaeropus_ecaudatus"
"G","Gliridae","Chaetocauda","N3218",8.917122983,"N3218",8.917122983,1,1,"Chaetocauda_sichuanensis"
"G","Erethizontidae","Chaetomys","N3604",18.29784461,"N3604",18.29784461,1,1,"Chaetomys_subspinosus"
"G","Cricetidae","Chilomys","N4567",2.34684455,"N4567",2.34684455,1,1,"Chilomys_instans"
"G","Cricetidae","Chinchillula","N4637",0.7179530007,"N4637",0.7179530007,1,1,"Chinchillula_sahamae"
"G","Pteropodidae","Chironax","N1573",4.022434197,"N1573",4.022434197,1,1,"Chironax_melanocephalus"
"G","Didelphidae","Chironectes","N5663",14.11956077,"N5663",14.11956077,1,1,"Chironectes_minimus"
"G","Dasypodidae","Chlamyphorus","N162",12.40792565,"N162",12.40792565,1,1,"Chlamyphorus_truncatus"
"G","Phyllostomidae","Choeronycteris","N1860",2.024396191,"N1860",2.024396191,1,1,"Choeronycteris_mexicana"
"G","Hippopotamidae","Choeropsis","N1033",4.569321024,"N1033",4.569321024,1,1,"Choeropsis_liberiensis"
"G","Viverridae","Chrotogale","N929",4.821688174,"N929",4.821688174,1,1,"Chrotogale_owstoni"
"G","Phyllostomidae","Chrotopterus","N1991",6.413252504,"N1991",6.413252504,1,1,"Chrotopterus_auritus"
"G","Canidae","Chrysocyon","N703",2.388423952,"N703",2.388423952,1,1,"Chrysocyon_brachyurus"
"G","Viverridae","Civettictis","N922",4.383191395,"N922",4.383191395,1,1,"Civettictis_civetta"
"G","Rhinonycteridae","Cloeotis","N1535",12.3467343,"N1535",12.3467343,1,1,"Cloeotis_percivali"
"G","Rhinocerotidae","Coelodonta","N1001",7.461535214,"N1001",7.461535214,1,1,"Coelodonta_antiquitatis"
"G","Muridae","Colomys","N5076",2.459630581,"N5076",2.459630581,1,1,"Colomys_goslingi"
"G","Talpidae","Condylura","N202",31.60253727,"N202",31.60253727,1,1,"Condylura_cristata"
"G","Emballonuridae","Cormura","N1778",0.9398202671,"N1778",0.9398202671,1,1,"Cormura_brevirostris"
"G","Muridae","Coryphomys","N5395",3.55371282,"N5395",3.55371282,1,1,"Coryphomys_buehleri"
"G","Craseonycteridae","Craseonycteris","N1358",32.21524507,"N1358",32.21524507,1,1,"Craseonycteris_thonglongyai"
"G","Cricetidae","Cricetus","N4088",1.47515839,"N4088",1.47515839,1,1,"Cricetus_cricetus"
"G","Hyaenidae","Crocuta","N860",2.794401082,"N860",2.794401082,1,1,"Crocuta_crocuta"
"G","Muridae","Crossomys","N4898",0.1469594956,"N4898",0.1469594956,1,1,"Crossomys_moncktoni"
"G","Bathyergidae","Cryptomys","N3552",8.826411181,"N3552",8.826411181,1,1,"Cryptomys_hottentotus"
"G","Canidae","Cuon","N712",0.5085341332,"N712",0.5085341332,1,1,"Cuon_alpinus"
"G","Cyclopedidae","Cyclopes","N170",42.77997191,"N170",42.77997191,1,1,"Cyclopes_didactylus"
"G","Herpestidae","Cynictis","N893",1.803178419,"N893",1.803178419,1,1,"Cynictis_penicillata"
"G","Cynocephalidae","Cynocephalus","N3115",6.401022457,"N3115",6.401022457,1,1,"Cynocephalus_volans"
"G","Viverridae","Cynogale","N928",6.925242941,"N928",6.925242941,1,1,"Cynogale_bennettii"
"G","Phocidae","Cystophora","N734",3.76882951,"N734",3.76882951,1,1,"Cystophora_cristata"
"G","Emballonuridae","Cyttarops","N1770",9.878336906,"N1770",9.878336906,1,1,"Cyttarops_alecto"
"G","Muridae","Dacnomys","N5365",4.51686536,"N5365",4.51686536,1,1,"Dacnomys_millardi"
"G","Petauridae","Dactylonax","N5967",11.35825381,"N5967",11.35825381,1,1,"Dactylonax_palpator"
"G","Dasyuridae","Dasykaluta","N5824",10.70630276,"N5824",10.70630276,1,1,"Dasykaluta_rosamondae"
"G","Dasyuridae","Dasyuroides","N5823",11.34503059,"N5823",11.34503059,1,1,"Dasyuroides_byrnei"
"G","Daubentoniidae","Daubentonia","N2689",36.42726245,"N2689",36.42726245,1,1,"Daubentonia_madagascariensis"
"G","Nesomyidae","Delanymys","N5424",7.109809175,"N5424",7.109809175,1,1,"Delanymys_brooksi"
"G","Monodontidae","Delphinapterus","N1057",3.352746814,"N1057",3.352746814,1,1,"Delphinapterus_leucas"
"G","Cricetidae","Deltamys","N4505",2.213409971,"N4505",2.213409971,1,1,"Deltamys_kempi"
"G","Nesomyidae","Dendroprionomys","N5424",7.109809175,"N5424",7.109809175,1,1,"Dendroprionomys_rousseloti"
"G","Muridae","Deomys","N4746",16.02739824,"N4746",16.02739824,1,1,"Deomys_ferrugineus"
"G","Muridae","Dephomys","N5158",2.657412202,"N5158",2.657412202,1,1,"Dephomys_defua"
