genus,family
Drymoreomys,Cricetidae
Dryomys,Gliridae
Dugong,Dugongidae
Dusicyon,Canidae
Dyacopterus,Pteropodidae
Dymecodon,Talpidae
Echimys,Echimyidae
Echinops,Tenrecidae
Echinosorex,Erinaceidae
Echiothrix,Muridae
Echymipera,Peramelidae
Ectophylla,Phyllostomidae
Eidolon,Pteropodidae
Eira,Mustelidae
Elaphodus,Cervidae
Elaphurus,Cervidae
Elephantulus,Macroscelididae
Elephas,Elephantidae
Eligmodontia,Cricetidae
Eliomys,Gliridae
Eliurus,Nesomyidae
Ellobius,Cricetidae
Emballonura,Emballonuridae
Enchisthenes,Phyllostomidae
Enhydra,Mustelidae
Eoglaucomys,Sciuridae
Eolagurus,Cricetidae
Eonycteris,Pteropodidae
Eospalax,Spalacidae
Eothenomys,Cricetidae
Eozapus,Dipodidae
Episoriculus,Soricidae
Epixerus,Sciuridae
Epomophorus,Pteropodidae
Epomops,Pteropodidae
Eptesicus,Vespertilionidae
Equus,Equidae
Eremitalpa,Chrysochloridae
Eremodipus,Dipodidae
Eremoryzomys,Cricetidae
Erethizon,Erethizontidae
Erignathus,Phocidae
Erinaceus,Erinaceidae
Eropeplus,Muridae
Erophylla,Phyllostomidae
Erythrocebus,Cercopithecidae
Eschrichtius,Eschrichtiidae
Eubalaena,Balaenidae
Euchoreutes,Dipodidae
Euderma,Vespertilionidae
Eudiscoderma,Megadermatidae
Eudiscopus,Vespertilionidae
Eudorcas,Bovidae
Eulemur,Lemuridae
Eumetopias,Otariidae
Eumops,Molossidae
Euneomys,Cricetidae
Euoticus,Galagidae
Eupetaurus,Sciuridae
Euphractus,Dasypodidae
Eupleres,Eupleridae
Euroscaptor,Talpidae
Euryoryzomys,Cricetidae
Euryzygomatomys,Echimyidae
Exilisciurus,Sciuridae
Falsistrellus,Vespertilionidae
Felis,Felidae
Felovia,Ctenodactylidae
Feresa,Delphinidae
Feroculus,Soricidae
Fossa,Eupleridae
Fukomys,Bathyergidae
Funambulus,Sciuridae
Funisciurus,Sciuridae
Furipterus,Furipteridae
Galago,Galagidae
Galagoides,Galagidae
Galea,Caviidae
Galemys,Talpidae
Galenomys,Cricetidae
Galeopterus,Cynocephalidae
Galictis,Mustelidae
Galidia,Eupleridae
Galidictis,Eupleridae
Gazella,Bovidae
Genetta,Viverridae
Geocapromys,Capromyidae
Geogale,Tenrecidae
Geomys,Geomyidae
Georychus,Bathyergidae
Geoxus,Cricetidae
Gerbilliscus,Muridae
Gerbillurus,Muridae
Gerbillus,Muridae
Giraffa,Giraffidae
Glaucomys,Sciuridae
Glauconycteris,Vespertilionidae
Glironia,Didelphidae
Glirulus,Gliridae
Glis,Gliridae
Glischropus,Vespertilionidae
Globicephala,Delphinidae
Glossophaga,Phyllostomidae
Glyphonycteris,Phyllostomidae
Glyphotes,Sciuridae
Golunda,Muridae
Gorilla,Hominidae
Gracilinanus,Didelphidae
Grammomys,Muridae
Grampus,Delphinidae
Graomys,Cricetidae
Graphiurus,Gliridae
Gulo,Mustelidae
Gymnobelideus,Petauridae
Gymnuromys,Nesomyidae
Habromys,Cricetidae
Hadromys,Muridae
Haeromys,Muridae
Halichoerus,Phocidae
Halmaheramys,Muridae
Handleyomys,Cricetidae
Hapalemur,Lemuridae
Hapalomys,Muridae
Haplonycteris,Pteropodidae
Harpiocephalus,Vespertilionidae
Harpiola,Vespertilionidae
Harpyionycteris,Pteropodidae
Heimyscus,Muridae
Helarctos,Ursidae
Heliophobius,Bathyergidae
Heliosciurus,Sciuridae
Helogale,Herpestidae
Hemibelideus,Pseudocheiridae
Hemicentetes,Tenrecidae
Hemiechinus,Erinaceidae
Hemigalus,Viverridae
Hemitragus,Bovidae
Herpailurus,Felidae
Herpestes,Herpestidae
Hesperoptenus,Vespertilionidae
Heterocephalus,Bathyergidae
Heterohyrax,Procaviidae
Heteromys,Heteromyidae
Heteropsomys,Echimyidae
Hexolobodon,Capromyidae
Hippidion,Equidae
Hippocamelus,Cervidae
Hippopotamus,Hippopotamidae
Hipposideros,Hipposideridae
Hippotragus,Bovidae
Histiotus,Vespertilionidae
Histriophoca,Phocidae
Hodomys,Cricetidae
Holochilus,Cricetidae
Homo,Hominidae
Homotherium,Felidae
Hoolock,Hylobatidae
Hoplomys,Echimyidae
Hsunycteris,Phyllostomidae
Huetia,Chrysochloridae
Hyaena,Hyaenidae
Hybomys,Muridae
Hydrochoerus,Caviidae
Hydrodamalis,Dugongidae
Hydromys,Muridae
Hydropotes,Cervidae
Hydrurga,Phocidae
Hyemoschus,Tragulidae
Hyladelphys,Didelphidae
Hylaeamys,Cricetidae
Hylobates,Hylobatidae
Hylochoerus,Suidae
Hylomys,Erinaceidae
Hylomyscus,Muridae
Hylonycteris,Phyllostomidae
Hylopetes,Sciuridae
Hyomys,Muridae
Hyosciurus,Sciuridae
Hyperacrius,Cricetidae
Hyperoodon,Hyperoodontidae
Hypogeomys,Nesomyidae
Hypsignathus,Pteropodidae
Hypsiprymnodon,Hypsiprymnodontidae
Hypsugo,Vespertilionidae
Hystrix,Hystricidae
Ia,Vespertilionidae
Ichneumia,Herpestidae
Ichthyomys,Cricetidae
Ictidomys,Sciuridae
Ictonyx,Mustelidae
Idionycteris,Vespertilionidae
Idiurus,Anomaluridae
Indopacetus,Hyperoodontidae
Indri,Indriidae
Inia,Iniidae
Iomys,Sciuridae
Irenomys,Cricetidae
Isolobodon,Capromyidae
Isoodon,Peramelidae
Isothrix,Echimyidae
Isthmomys,Cricetidae
Jaculus,Dipodidae
Juliomys,Cricetidae
Juscelinomys,Cricetidae
Kadarsanomys,Muridae
Kannabateomys,Echimyidae
Kerivoula,Vespertilionidae
Kerodon,Caviidae
Kobus,Bovidae
Kogia,Kogiidae
Komodomys,Muridae
Kunsia,Cricetidae
Laephotis,Vespertilionidae
Lagenodelphis,Delphinidae
Lagenorhynchus,Delphinidae
Lagidium,Chinchillidae
Lagorchestes,Macropodidae
Lagostomus,Chinchillidae
Lagostrophus,Macropodidae
Lagothrix,Atelidae
Lagurus,Cricetidae
Lama,Camelidae
Lamottemys,Muridae
Lampronycteris,Phyllostomidae
Laonastes,Diatomyidae
Lariscus,Sciuridae
Lasionycteris,Vespertilionidae
Lasiopodomys,Cricetidae
Lasiorhinus,Vombatidae
Lasiurus,Vespertilionidae
Latidens,Pteropodidae
Lavia,Megadermatidae
Leggadina,Muridae
Leimacomys,Muridae
Lemmiscus,Cricetidae
Lemmus,Cricetidae
Lemniscomys,Muridae
Lemur,Lemuridae
Lenomys,Muridae
Lenothrix,Muridae
Lenoxus,Cricetidae
Leontocebus,Callitrichidae
Leontopithecus,Callitrichidae
Leopardus,Felidae
Leopoldamys,Muridae
Lepilemur,Lepilemuridae
Leporillus,Muridae
Leptailurus,Felidae
Leptomys,Muridae
Leptonychotes,Phocidae
Leptonycteris,Phyllostomidae
Lepus,Leporidae
Lestodelphys,Didelphidae
Lestoros,Caenolestidae
Liberiictis,Herpestidae
Lichonycteris,Phyllostomidae
Limnogale,Tenrecidae
Limnomys,Muridae
Liomys,Heteromyidae
Lionycteris,Phyllostomidae
Lipotes,Lipotidae
Lissodelphis,Delphinidae
Litocranius,Bovidae
Lobodon,Phocidae
Lonchophylla,Phyllostomidae
Lonchorhina,Phyllostomidae
Lonchothrix,Echimyidae
Lontra,Mustelidae
Lophiomys,Cricetidae
Lophocebus,Cercopithecidae
Lophostoma,Phyllostomidae
Lophuromys,Muridae
Lorentzimys,Muridae
Loris,Lorisidae
Loxodonta,Elephantidae
Loxodontomys,Cricetidae
Lundomys,Cricetidae
Lutra,Mustelidae
Lutreolina,Didelphidae
Lutrogale,Mustelidae
Lycaon,Canidae
Lyncodon,Mustelidae
Lynx,Felidae
Macaca,Cercopithecidae
Macroderma,Megadermatidae
Macrogalidia,Viverridae
Macroglossus,Pteropodidae
Macrophyllum,Phyllostomidae
Macropus,Macropodidae
Macroscelides,Macroscelididae
Macrotarsomys,Nesomyidae
Macrotis,Thylacomyidae
Macrotus,Phyllostomidae
Macruromys,Muridae
Madoqua,Bovidae
Madromys,Muridae
Makalata,Echimyidae
Malacomys,Muridae
Malacothrix,Nesomyidae
Mallomys,Muridae
Malpaisomys,Muridae
Mammelomys,Muridae
Mammut,Mammutidae
Mammuthus,Mammutidae
Mandrillus,Cercopithecidae
Manis,Manidae
Margaretamys,Muridae
Marmosa,Didelphidae
Marmosops,Didelphidae
Marmota,Sciuridae
Martes,Mustelidae
Massoutiera,Ctenodactylidae
Mastacomys,Muridae
Mastomys,Muridae
Maxomys,Muridae
Mazama,Cervidae
Megadendromus,Nesomyidae
Megaderma,Megadermatidae
Megadontomys,Cricetidae
Megaerops,Pteropodidae
Megaladapis,Megaladapidae
Megaloceros,Cervidae
Megaloglossus,Pteropodidae
Megalomys,Cricetidae
Megaoryzomys,Cricetidae
Megaptera,Balaenopteridae
Megasorex,Soricidae
Melanomys,Cricetidae
Melasmothrix,Muridae
Meles,Mustelidae
Mellivora,Mustelidae
Melogale,Mustelidae
Melomys,Muridae
Melonycteris,Pteropodidae
Melursus,Ursidae
Menetes,Sciuridae
Mephitis,Mephitidae
Meriones,Muridae
Mesechinus,Erinaceidae
Mesembriomys,Muridae
Mesocapromys,Capromyidae
Mesocricetus,Cricetidae
Mesomys,Echimyidae
Mesophylla,Phyllostomidae
Mesoplodon,Hyperoodontidae
Metachirus,Didelphidae
Mico,Callitrichidae
Microakodontomys,Cricetidae
Microcavia,Caviidae
Microcebus,Cheirogaleidae
Microdillus,Muridae
Microdipodops,Heteromyidae
Microgale,Tenrecidae
Microhydromys,Muridae
Micromys,Muridae
Micronycteris,Phyllostomidae
Microperoryctes,Peramelidae
Micropotamogale,Tenrecidae
Micropteropus,Pteropodidae
Microryzomys,Cricetidae
Microsciurus,Sciuridae
Microtus,Cricetidae
Millardia,Muridae
Mimetillus,Vespertilionidae
Mimon,Phyllostomidae
Mindomys,Cricetidae
Miniopterus,Miniopteridae
Miopithecus,Cercopithecidae
Miracinonyx,Felidae
Mirimiri,Pteropodidae
Mirounga,Phocidae
Mirza,Cheirogaleidae
Mirzamys,Muridae
Mogera,Talpidae
Molossops,Molossidae
Molossus,Molossidae
Monachus,Phocidae
Monodelphis,Didelphidae
Monodon,Monodontidae
Monophyllus,Phyllostomidae
Monticolomys,Nesomyidae
Mops,Molossidae
Mormoops,Mormoopidae
Mormopterus,Molossidae
Moschiola,Tragulidae
Moschus,Moschidae
Mosia,Emballonuridae
Mungos,Herpestidae
Mungotictis,Eupleridae
Muntiacus,Cervidae
Murexia,Dasyuridae
Muriculus,Muridae
Murina,Vespertilionidae
Mus,Muridae
Muscardinus,Gliridae
Musonycteris,Phyllostomidae
Musseromys,Muridae
Mustela,Mustelidae
Mydaus,Mephitidae
Mylodon,Mylodontidae
Mylomys,Muridae
Myocastor,Myocastoridae
Myodes,Cricetidae
Myoictis,Dasyuridae
Myomimus,Gliridae
Myomyscus,Muridae
Myonycteris,Pteropodidae
Myoprocta,Dasyproctidae
Myopterus,Molossidae
Myopus,Cricetidae
Myosciurus,Sciuridae
Myosorex,Soricidae
Myospalax,Spalacidae
Myotis,Vespertilionidae
Myotragus,Bovidae
Myrmecobius,Myrmecobiidae
Myrmecophaga,Myrmecophagidae
Mysateles,Capromyidae
Mystacina,Mystacinidae
Mystromys,Nesomyidae
Myzopoda,Myzopodidae
Naemorhedus,Bovidae
Nandinia,Nandiniidae
Nanger,Bovidae
Nannosciurus,Sciuridae
Nanonycteris,Pteropodidae
Napaeozapus,Dipodidae
Nasalis,Cercopithecidae
Nasua,Procyonidae
Nasuella,Procyonidae
Natalus,Natalidae
Neacomys,Cricetidae
Neamblysomus,Chrysochloridae
Necromys,Cricetidae
Nectogale,Soricidae
Nectomys,Cricetidae
Nelsonia,Cricetidae
Neodon,Cricetidae
Neofelis,Felidae
Neofiber,Cricetidae
Neohylomys,Erinaceidae
Neomonachus,Phocidae
Neomys,Soricidae
Neonycteris,Phyllostomidae
Neophascogale,Dasyuridae
Neophoca,Otariidae
Neophocaena,Phocoenidae
Neopteryx,Pteropodidae
Neoromicia,Vespertilionidae
Neotetracus,Erinaceidae
Neotoma,Cricetidae
Neotomodon,Cricetidae
Neotomys,Cricetidae
Neotragus,Bovidae
Neovison,Mustelidae
Nephelomys,Cricetidae
Nesokia,Muridae
Nesolagus,Leporidae
Nesomys,Nesomyidae
Nesophontes,Nesophontidae
Nesoromys,Muridae
Nesoryzomys,Cricetidae
Nesotragus,Bovidae
Neurotrichus,Talpidae
Neusticomys,Cricetidae
Nilgiritragus,Bovidae
Nilopegamys,Muridae
Ningaui,Dasyuridae
Niviventer,Muridae
Noctilio,Noctilionidae
Nomascus,Hylobatidae
Noronhomys,Cricetidae
Nothrotheriops,Nothrotheriidae
Notiomys,Cricetidae
Notiosorex,Soricidae
Notocitellus,Sciuridae
Notomys,Muridae
Notopteris,Pteropodidae
Notoryctes,Notoryctidae
Nyctalus,Vespertilionidae
Nyctereutes,Canidae
Nycteris,Nycteridae
Nycticebus,Lorisidae
Nycticeinops,Vespertilionidae
Nycticeius,Vespertilionidae
Nyctiellus,Natalidae
Nyctimene,Pteropodidae
Nyctinomops,Molossidae
Nyctomys,Cricetidae
Nyctophilus,Vespertilionidae
Ochotona,Ochotonidae
Ochrotomys,Cricetidae
Octodon,Octodontidae
Octodontomys,Octodontidae
Octomys,Octodontidae
Odobenus,Odobenidae
Odocoileus,Cervidae
Oecomys,Cricetidae
Oenomys,Muridae
Okapia,Giraffidae
Olallamys,Echimyidae
Oligoryzomys,Cricetidae
Ommatophoca,Phocidae
Ondatra,Cricetidae
Onychogalea,Macropodidae
Onychomys,Cricetidae
Orcaella,Delphinidae
Orcinus,Delphinidae
Oreamnos,Bovidae
Oreonax,Atelidae
Oreoryzomys,Cricetidae
Oreotragus,Bovidae
Ornithorhynchus,Ornithorhynchidae
Orthogeomys,Geomyidae
Orycteropus,Orycteropodidae
Oryctolagus,Leporidae
Oryx,Bovidae
Oryzomys,Cricetidae
Oryzorictes,Tenrecidae
Osgoodomys,Cricetidae
Otaria,Otariidae
Otocolobus,Felidae
Otocyon,Canidae
Otolemur,Galagidae
Otomops,Molossidae
Otomys,Muridae
Otonycteris,Vespertilionidae
Otonyctomys,Cricetidae
Otopteropus,Pteropodidae
Otospermophilus,Sciuridae
Ototylomys,Cricetidae
Ourebia,Bovidae
Ovibos,Bovidae
Ovis,Bovidae
Oxymycterus,Cricetidae
Ozotoceros,Cervidae
Pachyuromys,Muridae
Pagophilus,Phocidae
Paguma,Viverridae
Palaeopropithecus,Palaeopropithecidae
Palawanomys,Muridae
Pan,Hominidae
Panthera,Felidae
Pantholops,Bovidae
Papagomys,Muridae
Papio,Cercopithecidae
Pappogeomys,Geomyidae
Paracoelops,Hipposideridae
Paracrocidura,Soricidae
Paracynictis,Herpestidae
Paradipus,Dipodidae
Paradoxurus,Viverridae
Paraechinus,Erinaceidae
Parahydromys,Muridae
Paraleptomys,Muridae
Paralomys,Cricetidae
Paramelomys,Muridae
Parantechinus,Dasyuridae
Paranyctimene,Pteropodidae
Parascalops,Talpidae
Parascaptor,Talpidae
Parastrellus,Vespertilionidae
Paratriaenops,Rhinonycteridae
Paraxerus,Sciuridae
Pardofelis,Felidae
Parotomys,Muridae
Paruromys,Muridae
Pattonomys,Echimyidae
Paucidentomys,Muridae
Paulamys,Muridae
Pearsonomys,Cricetidae
Pecari,Tayassuidae
Pectinator,Ctenodactylidae
Pedetes,Pedetidae
Pelea,Bovidae
Pelomys,Muridae
Pennatomys,Cricetidae
Pentalagus,Leporidae
Penthetor,Pteropodidae
Peponocephala,Delphinidae
Perameles,Peramelidae
Perodicticus,Lorisidae
Perognathus,Heteromyidae
Peromyscus,Cricetidae
Peropteryx,Emballonuridae
Peroryctes,Peramelidae
Petaurillus,Sciuridae
Petaurista,Sciuridae
Petauroides,Pseudocheiridae
Petaurus,Petauridae
Petinomys,Sciuridae
Petrodromus,Macroscelididae
Petrogale,Macropodidae
Petromus,Petromuridae
Petromyscus,Nesomyidae
Petropseudes,Pseudocheiridae
Phacochoerus,Suidae
Phaenomys,Cricetidae
Phalanger,Phalangeridae
Phaner,Cheirogaleidae
Pharotis,Vespertilionidae
Phascogale,Dasyuridae
Phascolarctos,Phascolarctidae
Phascolosorex,Dasyuridae
Phataginus,Manidae
Phenacomys,Cricetidae
Philander,Didelphidae
Philantomba,Bovidae
Philetor,Vespertilionidae
Phloeomys,Muridae
Phoca,Phocidae
Phocarctos,Otariidae
Phocoena,Phocoenidae
Phocoenoides,Phocoenidae
Phodopus,Cricetidae
Phoniscus,Vespertilionidae
Phylloderma,Phyllostomidae
Phyllomys,Echimyidae
Phyllonycteris,Phyllostomidae
Phyllops,Phyllostomidae
Phyllostomus,Phyllostomidae
Phyllotis,Cricetidae
Physeter,Physeteridae
Pipanacoctomys,Octodontidae
Pipistrellus,Vespertilionidae
Pithecheir,Muridae
Pithecheirops,Muridae
Pithecia,Pitheciidae
Plagiodontia,Capromyidae
Planigale,Dasyuridae
Platacanthomys,Platacanthomyidae
Platalina,Phyllostomidae
Platanista,Platanistidae
Platymops,Molossidae
Platyrrhinus,Phyllostomidae
Plecotus,Vespertilionidae
Plerotes,Pteropodidae
Podogymnura,Erinaceidae
Podomys,Cricetidae
Podoxymys,Cricetidae
Poecilogale,Mustelidae
Poelagus,Leporidae
Pogonomelomys,Muridae
Pogonomys,Muridae
Poiana,Viverridae
Poliocitellus,Sciuridae
Pongo,Hominidae
Pontoporia,Pontoporiidae
Porcula,Suidae
Potamochoerus,Suidae
Potamogale,Tenrecidae
Potorous,Potoroidae
Potos,Procyonidae
Praomys,Muridae
Presbytis,Cercopithecidae
Priodontes,Dasypodidae
Prionailurus,Felidae
Prionodon,Viverridae
Prionomys,Nesomyidae
Procapra,Bovidae
Procavia,Procaviidae
Procolobus,Cercopithecidae
Procyon,Procyonidae
Proechimys,Echimyidae
Proedromys,Cricetidae
Prolagus,Prolagidae
Prolemur,Lemuridae
Prometheomys,Cricetidae
Promops,Molossidae
Pronolagus,Leporidae
Propithecus,Indriidae
Prosciurillus,Sciuridae
Proteles,Hyaenidae
Protochromys,Muridae
Protoxerus,Sciuridae
Psammomys,Muridae
Pseudalopex,Canidae
Pseudantechinus,Dasyuridae
Pseudocheirus,Pseudocheiridae
Pseudochirops,Pseudocheiridae
Pseudochirulus,Pseudocheiridae
Pseudohydromys,Muridae
Pseudois,Bovidae
Pseudomys,Muridae
